Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
981,11174883,"Karan Bhatti","2024-01-16 12:35:21",0.894,56,sircausticmail
982,11171295,Andrij,"2024-01-17 06:23:58",0.894,99,aikhmelnytskyy
983,11320510,"Lukas Stankevičius","2024-01-22 20:42:14",0.894,90,lukas1994
984,11290302,美滋滋AAU,"2024-01-16 07:50:47",0.894,21,kaggleaau
985,11370825,"Anmol Kohli","2024-01-22 09:48:59",0.894,97,anmolkohli1
986,11446169,"Martin Wistuba","2024-01-22 08:32:34",0.894,99,wistuba
987,11221956,wuhanUZI,"2024-01-22 17:32:43",0.894,17,"w842442862,wangzhangyun"
988,11434574,"Zhao Yueqiang","2024-01-18 08:36:43",0.894,3,zhaoyueqiang
989,11176658,ACE_007,"2024-01-16 09:22:41",0.894,32,"aaronsaldanha83,chavagovardhanarao,chinmayaraor,harshithvarma007,neerajrpatil"
990,11369931,"januaries mawioo","2024-01-22 22:44:27",0.894,20,januariesmawioo
991,11223063,Forever_L4GAI,"2024-01-19 08:46:13",0.894,10,foreverl4gai
992,11285054,"Ziyobek Khazratkulov","2024-01-18 20:34:20",0.894,27,"barinoffn,del=e131b65487c6348d"
993,11425685,Fatebinder,"2024-01-22 17:16:36",0.894,5,shaoqh
994,11174193,"Mohammad Essam","2024-01-22 10:37:47",0.894,40,mohammedessam97
995,11432169,"Anurag Dixit","2024-01-16 11:28:39",0.894,2,danurag460
996,11351737,Costia,"2024-01-22 20:45:49",0.894,94,costia
997,11293220,Jack,"2024-01-16 14:17:50",0.894,2,valuejack
998,11508719,wangoce,"2024-01-22 04:25:13",0.894,6,"leestella,wangoce,yinxiangchen"
999,11508722,"Blue #2","2024-01-20 02:49:56",0.894,3,liulufighting
1000,11223773,"Varun Manoj Gupta","2024-01-22 18:28:19",0.894,67,varunmanojgupta
1001,11473791,sherlock-beep,"2024-01-18 15:37:55",0.894,34,sherlockbeep
1002,11183938,Billtao19,"2024-01-16 13:58:17",0.894,11,billtao19
1003,11395365,belyalex,"2024-01-17 13:51:24",0.894,14,belyalex
1004,11228390,"Mohammad Ateeq","2024-01-16 14:08:35",0.894,280,mohammadateeq
1005,11202812,"Fouad Abdulhakeem","2024-01-16 14:22:21",0.894,32,fuuaad
1006,11472615,greyhound,"2024-01-16 14:23:35",0.894,10,tapaskd123
1007,11167037,"Samvel Kocharyan","2024-01-16 14:34:43",0.894,15,samvelkoch
1008,11231766,"Citron Chipmunk","2024-01-21 03:03:51",0.894,17,"danielxw,recycledbag"
1009,11174705,JamshaidSohail,"2024-01-19 10:52:32",0.894,25,jamshaidsohail5
1010,11169564,Byfone,"2024-01-22 23:23:22",0.894,39,byfone
1011,11247849,andrekos,"2024-01-16 15:26:28",0.894,4,andrekos
1012,11172184,S.Taba,"2024-01-22 16:08:53",0.894,35,soutabata
1013,11196068,oijofie,"2024-01-22 16:41:35",0.894,17,oijofie
1014,11385251,"Wolf Desert","2024-01-22 03:19:31",0.894,29,wolfdesert
1015,11165481,"Vu Minh Quan","2024-01-16 16:19:56",0.894,36,quan0095
1016,11249831,"Amir Ghazi","2024-01-18 19:39:22",0.894,12,amirghazi
1017,11164749,RustemX,"2024-01-16 17:25:28",0.894,15,rustemx
1018,11338258,"Quang Anh Đặng","2024-01-18 15:35:25",0.894,27,quanganh27th
1019,11410804,"kheder yazgi","2024-01-21 15:54:38",0.894,4,khederyazgi
1020,11352795,"Dionysis Voulgarakis","2024-01-16 17:59:38",0.894,54,dionysisvoulgarakis
1021,11225760,"Tassadit DEBIANE","2024-01-22 22:15:46",0.894,21,tassaditdebiane
1022,11278782,Julia,"2024-01-16 18:42:51",0.894,58,"atabaza,qusayabdo,waleedabujaish"
1023,11453342,"A Data Scientist","2024-01-18 15:13:25",0.894,30,andreasbis
1024,11184138,YitaoSun,"2024-01-17 20:39:15",0.894,57,"oooook00000,rickyc,svetlanaafanaseva"
1025,11178223,"Tien Hoang","2024-01-21 15:09:39",0.894,41,minhtien1405
1026,11457968,"Xiang Zhang","2024-01-16 21:58:12",0.894,14,wadnijfioa
1027,11177414,ianct,"2024-01-17 07:49:43",0.894,119,ianchute
1028,11488695,"Zhenghua Yang2000","2024-01-17 01:04:26",0.894,10,zhenghuayang2000
1029,11201184,hdttnk,"2024-01-17 01:49:06",0.894,50,hdttnk
1030,11192292,YALICKJ,"2024-01-20 03:05:32",0.894,62,yalickj
1031,11380650,Xiangyu.Cui21,"2024-01-20 08:25:34",0.894,51,xiangyucui25
1032,11479192,不卷,"2024-01-17 04:35:06",0.894,3,jiezhenll
1033,11230318,xsong2020,"2024-01-21 22:00:16",0.894,6,xstargate
1034,11458236,"Kenji Konno","2024-01-22 11:36:50",0.894,87,kenjikonno
1035,11187438,GML,"2024-01-22 04:38:10",0.894,89,"benparkseong,cofladl0908,donghunlim,seungchanbaekstat,syoh0708"
1036,11502299,frontsquirrel,"2024-01-17 06:02:07",0.894,3,frontsquirrel
1037,11235241,"Faisal Alsrheed","2024-01-17 06:10:42",0.894,3,faisalalsrheed
1038,11205369,xienasijia,"2024-01-17 06:11:23",0.894,6,xienasijia
1039,11314581,YAOYAO-BIGHEAD,"2024-01-17 06:14:04",0.894,2,jiangyunyao
1040,11399180,huhuhu8seiku,"2024-01-21 07:08:02",0.894,9,huhuhu8seiku
1041,11211521,"Whitney Yan","2024-01-22 13:19:43",0.894,133,"dangerousai,theoinkg,whitneyyan,yangruiii"
1042,11450741,"whu 摸鱼小队","2024-01-22 05:55:15",0.894,12,"linsiwei,mochenfeng"
1043,11166576,zmuxin,"2024-01-17 11:20:56",0.894,22,zmuxin
1044,11479372,edq,"2024-01-22 04:36:53",0.894,2,edagram
1045,11172188,XuGuoLin,"2024-01-21 15:27:57",0.894,4,xgl0626
1046,11165471,"tensor choko","2024-01-20 09:52:18",0.894,7,tensorchoko
1047,11175517,GodGod3,"2024-01-22 13:01:28",0.894,50,godgod3
1048,11165233,MakiseK,"2024-01-17 10:26:08",0.894,30,makisek
1049,11188786,"Hoang N. Suong","2024-01-19 19:52:32",0.894,21,hoangnsuong
1050,11267772,tyliu1122,"2024-01-20 06:34:45",0.894,16,tyliu1122
1051,11395061,hcg_777,"2024-01-17 12:47:16",0.894,7,hcg777
1052,11187372,amulil,"2024-01-22 12:25:20",0.894,13,amulil
1053,11400949,"Ashish Kumar","2024-01-22 17:37:53",0.894,18,ashishkumarak
1054,11178821,"Tongrong Huang","2024-01-21 14:53:47",0.894,23,tongrong
1055,11297486,"Niranjan Nakkala","2024-01-17 13:29:03",0.894,3,niranjanmudhiraj
1056,11407355,"Kaushal Tiwari","2024-01-17 13:35:36",0.894,14,"kaushaltiwari,prabalmaurya217"
1057,11379337,Tao,"2024-01-18 00:58:15",0.894,17,heitao
1058,11171533,"Renato Vilella","2024-01-17 13:49:12",0.894,34,renatovilella
1059,11509270,"Chip Li","2024-01-22 21:57:01",0.894,8,hichipli
1060,11165853,shoji,"2024-01-17 14:13:14",0.894,21,shoiwa
1061,11227072,Skeimor,"2024-01-17 14:13:48",0.894,6,skeimor
1062,11393288,"Ryan Noguchi","2024-01-22 03:21:45",0.894,23,ryannoguchi
1063,11178018,AndNov,"2024-01-22 19:38:18",0.894,15,andnov
1064,11419416,tuttiii,"2024-01-17 15:31:19",0.894,2,tuttiii
1065,11267047,M.Matsuo,"2024-01-17 16:17:09",0.894,6,masahiromatsuo
1066,11473901,Dreamer,"2024-01-17 16:32:46",0.894,9,karimraz
1067,11224586,shengxin,"2024-01-22 15:31:12",0.894,36,shengxin
1068,11164302,Möbius,"2024-01-22 16:30:23",0.894,147,arashnic
1069,11295777,Robson,"2024-01-19 22:09:52",0.894,76,robsonsan
1070,11177761,janeisjane,"2024-01-17 19:15:47",0.894,2,janeisjane
1071,11457173,"Alex Eslava","2024-01-22 08:33:27",0.894,5,alexeslava
1072,11463047,"Dmitry Semenov","2024-01-18 11:07:41",0.894,9,dimsem8
1073,11195196,lennartcb,"2024-01-18 18:53:05",0.894,23,lennartcb
1074,11266738,"Longcheng Guo","2024-01-21 13:10:13",0.894,148,longchengguo
1075,11289376,"Man Penguin","2024-01-22 07:28:26",0.894,243,manpenguin
1076,11380278,Tatsuya.o,"2024-01-22 09:19:01",0.894,210,tatsuyao
1077,11212090,WangXinQun,"2024-01-21 09:33:12",0.894,149,wangxinqun
1078,11449368,"Emmanuel Ebiendele","2024-01-18 00:12:49",0.894,1,emmydesign
1079,11463775,tp2422,"2024-01-22 12:21:58",0.894,11,tp2422
1080,11462179,maruyama,"2024-01-21 03:35:41",0.894,26,tmaroon
1081,11384142,"Kent Ono","2024-01-22 05:25:15",0.894,13,kentono
1082,11368592,Daeseong_seo_JNU,"2024-01-22 00:05:29",0.894,26,daeseongseocnu
1083,11290811,"Zixinxin Wang","2024-01-18 02:28:04",0.894,16,zixinxinwang
1084,11221388,Yutao,"2024-01-18 02:37:32",0.894,6,yutaoc2
1085,11482583,Hoigam,"2024-01-22 13:38:54",0.894,23,hoigam
1086,11394463,Frank_SJTU,"2024-01-18 03:02:41",0.894,3,"franksjtu,wangjincheng888"
1087,11494258,Aurora_xcb,"2024-01-18 03:11:13",0.894,1,auroraxcb
1088,11507403,"Imperial Warrior","2024-01-20 05:49:52",0.894,6,imperialwarrior
1089,11486841,Dmytro,"2024-01-18 05:49:21",0.894,5,dmyma3239
1090,11467551,ABXI,"2024-01-22 08:08:14",0.894,5,keavysara
1091,11227390,FarisML,"2024-01-22 12:56:17",0.894,200,"farisalahmdi,khaledalnemer,khalidalreemi"
1092,11256963,samu2505,"2024-01-18 07:07:02",0.894,32,samu2505
1093,11166642,just_for_fun,"2024-01-22 15:53:04",0.894,17,wonduk
1094,11475432,"Silvestre Bahi","2024-01-22 13:51:03",0.894,19,mandrilator
1095,11277596,shosuke_kag,"2024-01-19 03:37:05",0.894,6,shosukekag
1096,11166115,DerekLR,"2024-01-18 08:50:28",0.894,18,dereklr
1097,11335447,"Mitesh Adake","2024-01-21 09:37:46",0.894,17,miteshadake
1098,11403863,"Rajkumar Dubey 10","2024-01-19 19:34:39",0.894,10,rajkumardubey10
1099,11231850,"Alex Glinsky","2024-01-18 11:12:37",0.894,2,alexionby
1100,11473078,noob_nlp,"2024-01-20 17:44:00",0.894,30,"pdx250697,pratikyadav33,thinkersloop"
1101,11186061,AbhilashVJ,"2024-01-22 08:13:23",0.894,15,abh001
1102,11295188,JoeJJJJ,"2024-01-19 04:43:32",0.894,2,joejjjj
1103,11506221,"Liu Mingxuan","2024-01-18 13:55:50",0.894,5,liumingxuan0
1104,11508097,"Liu jingtao","2024-01-21 11:13:42",0.894,17,liujingtao
1105,11420763,fvector,"2024-01-19 10:00:55",0.894,8,fvector
1106,11484440,vinit,"2024-01-18 14:40:56",0.894,7,vinitkp
1107,11266222,jan1000,"2024-01-21 10:36:03",0.894,27,jan1000
1108,11164808,"Anil Yagiz","2024-01-18 15:26:44",0.894,7,anilyagiz
1109,11405116,misaka,"2024-01-18 16:25:37",0.894,60,misaka
1110,11292556,Luis,"2024-01-19 01:08:32",0.894,114,mindcool
1111,11475588,iwao12,"2024-01-18 19:59:14",0.894,2,iwao12
1112,11177937,"Shivam Taneja","2024-01-18 20:30:32",0.894,25,shivamtaneja2304
1113,11474336," Pranshu07","2024-01-22 20:53:35",0.894,22,pranshu07
1114,11275057,vb,"2024-01-19 12:20:24",0.894,41,vyacheslavbolotin
1115,11391628,StarPlatinum810,"2024-01-18 21:27:47",0.894,2,starplatinum810
1116,11171452,"Min-Hsien Weng","2024-01-22 04:27:53",0.894,155,minhsienweng
1117,11178974,qpuch,"2024-01-19 00:49:41",0.894,26,qpuchen
1118,11366718,y0ng1e,"2024-01-21 09:15:06",0.894,9,yongleliu
1119,11493705,"Wonbul Zhang","2024-01-22 00:15:19",0.894,6,wonbulzhang
1120,11167649,kaggler9527,"2024-01-22 10:28:23",0.894,7,kaggler9527
1121,11498510,xiaoxky,"2024-01-19 03:33:39",0.894,3,xiaoxky
1122,11423673,"Aravind Pillai","2024-01-19 03:40:46",0.894,11,aspillai
1123,11458237,"Bingqi Lian","2024-01-21 03:23:22",0.894,6,bingqilian
1124,11327825,虚假的识别,"2024-01-22 12:35:25",0.894,23,"jitoor,kagglecodalab,nextnlp,submitcsv,thesourch"
1125,11426630,"Master Jiraiya","2024-01-19 05:43:41",0.894,4,arunklenin
1126,11209670,GenAIguys,"2024-01-20 11:54:13",0.894,9,"anidata,prokaggler22"
1127,11213900,"Pushkar Ambastha","2024-01-19 05:55:51",0.894,7,pushkar007
1128,11166601,"Have a good Day","2024-01-19 06:29:20",0.894,7,gentlezdh
1129,11473829,rogan01,"2024-01-22 17:09:23",0.894,9,"rogan01,shikigogh,zhengyushen"
1130,11470363,PX_Gao,"2024-01-19 08:28:20",0.894,2,pxgao01
1131,11452438,"Mikhail Zybin","2024-01-22 16:28:39",0.894,30,mishazybin
1132,11489444,TEAMP,"2024-01-19 10:19:27",0.894,2,"murakamiiii,seiichirokondo"
1133,11494893,VENDETTKA,"2024-01-22 22:35:51",0.894,6,vendettka
1134,11497946,lingskrskr,"2024-01-22 13:37:18",0.894,18,lingskrskr
1135,11202062,kambehmw,"2024-01-20 16:45:09",0.894,10,kanbehmw
1136,11196147,TheItCrOw,"2024-01-19 12:34:38",0.894,32,kevinbnisch
1137,11465830,xuxu_sky,"2024-01-19 14:21:49",0.894,1,xuxu1234
1138,11511259,siyuanj,"2024-01-22 14:38:05",0.894,4,siyuanj
1139,11164829,"Ravindra gaikar","2024-01-22 17:00:22",0.894,85,ravindragaikar
1140,11176477,ComputingVictor,"2024-01-19 16:53:28",0.894,15,computingvictor
1141,11256207,rrromero,"2024-01-19 18:36:57",0.894,1,rrromero
1142,11490177,liao,"2024-01-20 00:41:50",0.894,2,liaowenxiong
1143,11449962,"Kris Smith","2024-01-22 05:36:35",0.894,45,krist0phersmith
1144,11178708,"Junichiro Morita","2024-01-20 01:32:08",0.894,13,junichiromorita
1145,11498466,Vxasda,"2024-01-20 03:39:53",0.894,1,vxasda
1146,11423326,Ryan,"2024-01-20 05:51:46",0.894,18,ryanet
1147,11427079,"Dmitriy Ch","2024-01-21 17:57:55",0.894,81,dmitriych
1148,11384133,"Hideka Suzuki","2024-01-20 06:17:13",0.894,1,hidekasuzuki
1149,11473445,Anying-99,"2024-01-22 14:38:26",0.894,10,anying99
1150,11304991,"Hassan Abedi","2024-01-20 08:25:38",0.894,4,habedi
1151,11470220,Graves,"2024-01-22 12:10:07",0.894,8,gravos
1152,11221697,"Hong Kong Baptist","2024-01-20 10:55:10",0.894,80,"changjiangzhang2023,hongkongbaptist,kristoffwang,sunderekkiz"
1153,11490499,biba,"2024-01-22 14:57:18",0.894,13,zokost
1154,11256314,tdoh86,"2024-01-20 11:45:47",0.894,3,tdoh86
1155,11177182,"Haimao Zhan","2024-01-20 12:31:58",0.894,15,hmzhan
1156,11393575,"Shu Shiying","2024-01-20 13:08:25",0.894,11,shushiying
1157,11178931,ShineHx,"2024-01-22 14:49:25",0.894,85,hxshine
1158,11176261,cug_lb,"2024-01-22 18:08:12",0.894,20,libing9527
1159,11499648,Chrishhns,"2024-01-20 15:54:35",0.894,2,chrishhns
1160,11244383,student,"2024-01-22 13:07:28",0.894,11,liger1776
1161,11373031,"Daria Bromot","2024-01-21 10:04:00",0.894,5,bromotdi
1162,11211370,hoyo,"2024-01-20 16:58:40",0.894,6,narutooooooooo
1163,11188762,"Иван Третьяков","2024-01-20 17:06:24",0.894,4,hopeofchange
1164,11345159,Dimitris_Vision,"2024-01-22 16:01:58",0.894,114,"dimitrisvision,georgep95"
1165,11441101,"Ivan Iordanov","2024-01-22 18:39:34",0.894,21,ivanyordanov
1166,11189133,"Frédéric Crespo","2024-01-21 10:44:16",0.894,48,lambdaxy
1167,11404039,"Ramón Sieira Martínez","2024-01-20 22:11:42",0.894,5,rasieira
1168,11178480,Shubhinder,"2024-01-21 03:40:53",0.894,6,shubhinderrana
1169,11393320,おああええああおおええああおおええああおおあ,"2024-01-20 23:16:13",0.894,97,doft7401ud
1170,11180145,antonio1001,"2024-01-21 14:44:52",0.894,72,antonio1001
1171,11379228,abcdefgrl,"2024-01-22 14:54:54",0.894,11,"liuyu0108,rachelrao3980"
1172,11473186,HG_DS,"2024-01-22 09:50:36",0.894,6,"ghufran007,humaperveen"
1173,11166003,shisa07,"2024-01-21 03:49:19",0.894,2,shisa07
1174,11470399,Abelddal,"2024-01-22 15:17:04",0.894,64,"abelddal,bjut4science,charliezyh,ksy12333,wolfmedal"
1175,11456256,uplus26e7,"2024-01-21 04:46:18",0.894,3,uplus26e7
1176,11291852,"Md Boktiar Mahbub Murad","2024-01-21 05:26:36",0.894,48,"mbmmurad,sabbirhossainujjal"
1177,11168337,while(1=1),"2024-01-22 08:51:45",0.894,5,while11
1178,11362560,XKOP,"2024-01-21 05:32:45",0.894,8,krascal
1179,11425978,uwakuchi,"2024-01-21 05:51:18",0.894,20,ao9mame
1180,11476061,"Abhinav Naikawadi","2024-01-21 06:08:27",0.894,3,abhinavnaikawadi
1181,11506042,QuantumCoder98,"2024-01-21 06:37:56",0.894,15,quantumcoder98
1182,11497493,team_,"2024-01-21 06:51:30",0.894,2,tobedaoshi
1183,11506290,CyberGuru89,"2024-01-22 13:23:30",0.894,14,cyberguru89
1184,11498394,hbzhbz,"2024-01-21 10:09:33",0.894,5,ilyaivanchenko
1185,11423368,DKf,"2024-01-22 09:38:10",0.894,30,jhanzhang
1186,11271929,xlforml,"2024-01-21 08:51:03",0.894,6,xlforml
1187,11181817,"Funmatu Funmatu","2024-01-21 11:14:51",0.894,18,funmatufunmatu
1188,11434813,"Banana Overfit Capybaras","2024-01-21 11:18:34",0.894,77,"kskobylkin,kvis21,opamusora"
1189,11197462,"Fayçal Baki","2024-01-22 21:13:37",0.894,75,fcbk95
1190,11259569,Aizaki,"2024-01-21 11:52:16",0.894,50,izktmys
1191,11205978,"Youssef Mohamed Ali Ismail","2024-01-21 12:20:49",0.894,14,youssefismail20
1192,11166852,"taisuke abe","2024-01-21 12:33:11",0.894,3,taisukeabe
1193,11481975,AsteroidRoid,"2024-01-22 09:01:14",0.894,8,asteroidroid
1194,11400097,xy1694030,"2024-01-21 12:49:38",0.894,4,xy1694030
1195,11463086,kok,"2024-01-21 14:33:28",0.894,2,kitnick
1196,11332240,"Ivan Vigorito","2024-01-21 22:10:48",0.894,9,ivanvigorito
1197,11479233,ls,"2024-01-21 14:59:07",0.894,2,joek47
1198,11513620,CarljMur,"2024-01-22 08:35:18",0.894,11,carljmur
1199,11437300,Itong,"2024-01-21 19:41:25",0.894,15,itong1900
1200,11470474,"Paul Tan","2024-01-22 20:40:50",0.894,8,pt1001
1201,11187935,"Gleb Anferov","2024-01-21 19:50:46",0.894,4,hitman47
1202,11504109,Brandonn,"2024-01-22 09:08:25",0.894,55,bohaoxuu
1203,11171280,"Priyanshu Kumar","2024-01-22 02:12:52",0.894,32,kpriyanshu256
1204,11470442,tlsdmswn,"2024-01-22 00:34:52",0.894,1,"gandhiiiiiii,seonjuuuuu,tlsdmswn"
1205,11468273,"Bao Bay Bong","2024-01-22 01:42:28",0.894,2,baobaybong
1206,11447068,littleyy,"2024-01-22 02:22:35",0.894,1,littleyy24
1207,11474148,"Yaorui Shi","2024-01-22 08:31:08",0.894,22,"chenluding,jiesun279,yaoruishi"
1208,11489857,"yycc Wang233","2024-01-22 11:12:35",0.894,2,yyccwang233
1209,11266380,chuhac,"2024-01-22 04:19:28",0.894,19,janderchu
1210,11408565,"Yuseok Jung","2024-01-22 04:53:09",0.894,4,yuseokjung
1211,11177500,"pranali rahangdale","2024-01-22 04:49:10",0.894,29,pranalirahangdale
1212,11293141,TY_BMT,"2024-01-22 05:33:58",0.894,7,pine12321
1213,11180928,"Chan Lee","2024-01-22 06:10:16",0.894,11,chanlee1012
1214,11464268,"Saswat Meher","2024-01-22 07:15:31",0.894,3,saswatmeher290401
1215,11492467,Listever,"2024-01-22 07:58:03",0.894,1,listever13
1216,11511932,"USTC-lazy guys","2024-01-22 19:08:20",0.894,15,"junhanxu,loginjay,wyhno1"
1217,11178979,ShelterWFF,"2024-01-22 09:08:48",0.894,92,shelterwff
1218,11466434,"Andreas Akarepis","2024-01-22 15:51:33",0.894,4,peterrps
1219,11384075,"Chika Okada","2024-01-22 11:28:48",0.894,8,chikaokada
1220,11374493,"Kerwin Deng","2024-01-22 10:33:53",0.894,11,kkk159
1221,11514324,n3onnhowever,"2024-01-22 10:38:22",0.894,1,n3onnhowever
1222,11188273,"Xianghang Liu","2024-01-22 12:47:25",0.894,9,samliuxi
1223,11167848,"Olga Tsymboi","2024-01-22 15:38:35",0.894,3,olyatsimboy
1224,11177824,vecxoz,"2024-01-22 12:25:15",0.894,3,vecxoz
1225,11257994,"young louis","2024-01-22 12:21:58",0.894,6,younglouis
1226,11513222,lynn03,"2024-01-22 15:59:43",0.894,3,lynn03
1227,11176859,Abhinand,"2024-01-22 13:36:54",0.894,21,abhinand05
1228,11209206,Tiabet,"2024-01-22 13:44:58",0.894,5,tiabet
1229,11188535,tihonby,"2024-01-22 14:08:37",0.894,5,tihonby
1230,11470219,"Diya HE","2024-01-22 14:36:41",0.894,5,leahdante
1231,11166228,Chinmaya,"2024-01-22 15:57:59",0.894,30,chinmayadatt
1232,11321651,"Gabriel Preda","2024-01-22 16:09:32",0.894,2,gpreda
1233,11189175,xin811,"2024-01-22 16:12:12",0.894,38,xin811
1234,11310761,"Pierluigi Costanzo","2024-01-22 16:35:49",0.894,31,pierluigicostanzo
1235,11438118,witcher,"2024-01-22 19:00:25",0.894,11,vandittyagi0909
1236,11268299,takenoco,"2024-01-21 23:43:12",0.894,34,takenoco
1237,11431526,morningpeak,"2024-01-22 13:56:19",0.894,10,morningpeak
1238,11485531,"Cary Jin","2024-01-20 08:18:56",0.894,2,strigiformes
1239,11167853,"Santiago Mota","2024-01-17 13:04:24",0.894,8,santiagomota
1240,11395511,"Théo Flaus","2023-12-15 14:47:37",0.894,5,flaussy
1241,11482531,IJCNN2024,"2024-01-07 15:01:00",0.894,3,ijcnn2024
1242,11380116,"Hossein Masoumi Karakani","2023-12-11 09:41:42",0.894,1,hossein2015
1243,11470471,"Abhinav Sharma","2024-01-13 08:22:50",0.894,8,legendaryabhi
1244,11408479,hotate1ban,"2024-01-13 06:59:00",0.894,22,hotate1ban
1245,11317527,"Ahmed Maghrabi","2024-01-22 23:53:53",0.894,57,ahmedmaghrabi
1246,11461657,X-Y-Z,"2024-01-22 17:18:08",0.894,14,seannlzhang
1247,11179691,"Henry Javier","2023-12-14 15:59:01",0.894,12,henryjavier
1248,11197701,AshwinVP,"2024-01-19 10:33:52",0.894,18,ashwinvijayanpillai
1249,11182942,"Liang Zeng","2024-01-01 14:03:55",0.894,50,zengliangcs
1250,11353988,"Nissim Matatov","2024-01-22 13:30:14",0.894,134,snassimr
1251,11407695,parkera,"2024-01-04 18:39:41",0.894,2,parkera
1252,11242676,thmd,"2024-01-15 14:15:26",0.894,18,thmd9726
1253,11328737,"Angus Xu","2023-12-07 09:19:25",0.894,1,nagest
1254,11320332,brian,"2023-12-06 11:20:57",0.894,2,alaskaw
1255,11169453,"Miles Morales","2023-12-05 18:09:52",0.894,1,shobhiii
1256,11170662,Tan054,"2023-12-14 03:02:47",0.894,27,tanishphopalkar
1257,11377093,"Sun Lifan","2023-12-10 17:51:12",0.894,1,sunlifan
1258,11166204,Cling,"2024-01-12 03:07:34",0.894,35,liukelin
1259,11353463,"Ahmed Ali","2023-12-05 21:15:15",0.894,2,ahmedoraby
1260,11395247,Sven,"2023-12-17 08:20:06",0.894,5,zhambalov
1261,11165774,SunYifan1516,"2023-12-05 06:30:44",0.894,10,sunyifan1516
1262,11234387,IOC,"2023-12-06 01:53:26",0.894,3,metaioc
1263,11384056,"Maho Funada","2024-01-21 16:09:39",0.894,8,mahofunada
1264,11168747,StevenLuo,"2024-01-21 09:44:43",0.894,29,mavericks4
1265,11494336,waynn,"2024-01-22 16:57:36",0.894,8,waynnbz
1266,11209955,btlogun,"2024-01-12 14:56:31",0.894,80,btlogun
1267,11325608,PJJ12138,"2024-01-22 03:42:11",0.894,11,pjj12138
1268,11302077,ChloroX,"2024-01-20 07:18:53",0.894,135,chlorox
1269,11371203,six996,"2024-01-22 03:56:34",0.894,56,six996
1270,11241433,Rai,"2024-01-19 05:28:35",0.894,12,rai555
1271,11454058,"Tree's Centroid","2024-01-20 08:58:49",0.894,27,kyaryunha
1272,11410052,LLMDAT,"2024-01-16 04:21:29",0.894,31,lai321
1273,11365405,ITK8191,"2024-01-19 08:19:40",0.894,36,itsuki9180
1274,11384715,"Danila Lapokin","2024-01-22 14:05:41",0.894,34,danilalapokin
1275,11419282,irys,"2024-01-22 10:16:04",0.894,85,ireyashi
1276,11458619,"[Deleted] 94f7b863-5072-4eb7-a7a3-4a9abd368ee9","2024-01-13 04:12:00",0.894,5,del=a583a50c2a2b5b1c
1277,11401578,pandas007,"2024-01-22 12:17:26",0.894,16,pandas007
1278,11427772,"Roupen Minassian","2024-01-10 02:58:08",0.894,38,roupenminassian
1279,11498574,"Daniil Smirnov","2024-01-15 14:32:37",0.894,1,niilsa
1280,11384660,"Yige Zhao","2023-12-28 14:37:44",0.894,4,yigezhao
1281,11198644,lolzpo,"2024-01-22 10:40:21",0.894,305,lolzpo
1282,11364210,"Frank #2","2024-01-03 04:48:34",0.894,12,xfffrank
1283,11249122,JakiAJK,"2024-01-22 19:58:11",0.894,31,jagatkiran
1284,11432555,"Raj Gothi","2024-01-08 06:13:12",0.894,15,rajgothi
1285,11251075,banacl,"2024-01-12 09:49:21",0.894,86,banacl
1286,11277736,"Zhengye Zhang","2024-01-14 02:05:37",0.894,4,zhengyezhang
1287,11164758,Jake,"2024-01-22 09:24:55",0.894,29,jakelj
1288,11232256,densityMI,"2024-01-05 05:36:36",0.894,22,naokikitamura
1289,11272080,luyuntao092,"2023-12-26 09:16:34",0.894,6,luyuntao092
1290,11446285,Njerigraceyy,"2024-01-07 07:41:05",0.894,6,njerigraceyy
1291,11201745,2022149029,"2023-12-19 09:13:18",0.894,17,ideachoi337
1292,11336211,"Koorosh Aslansefat","2024-01-15 12:14:24",0.894,8,kooaslansefat
1293,11443866,Qiuqiuma,"2023-12-28 03:13:43",0.894,1,qiuqiuma
1294,11308136,Tim.Y,"2023-12-26 13:21:19",0.894,43,yknuckle
1295,11297908,sunny4119,"2023-12-05 07:42:34",0.894,18,sunny4119
1296,11281614,shun.222,"2024-01-19 06:41:43",0.894,54,shun222
1297,11174102,"what is python","2024-01-22 10:31:52",0.894,144,"robinmarquet,thibautjuill"
1298,11457832,Chaos,"2023-12-31 18:46:44",0.894,1,chaotic
1299,11430627,"Marcin Chomicz","2024-01-22 18:04:33",0.894,91,mchomicz
1300,11375094,asf2013,"2024-01-19 04:16:03",0.894,75,huangfg
1301,11471095,"gao sheng11","2024-01-04 12:08:06",0.894,2,gaosheng11
1302,11384272,Rclurn,"2024-01-06 11:06:46",0.894,15,rclurn
1303,11209150,CyberGoose,"2024-01-22 13:34:00",0.894,10,rudyguo
1304,11351287,kwakjiho001016,"2023-12-12 01:52:13",0.894,13,kwakjiho001016
1305,11420578,jjyaoao,"2023-12-21 08:39:52",0.894,2,jjyaoao
1306,11290500,Chaos249498,"2024-01-01 07:11:13",0.894,4,chaos249498
1307,11374489,"SeungBaek Hong","2024-01-12 12:02:15",0.894,4,justobey
1308,11447852,llama3,"2023-12-29 05:50:05",0.894,4,haoxinfenshou
1309,11296932,"KJ Park5","2024-01-22 02:15:18",0.894,29,kjpark5
1310,11345772,"sammy waiyaki","2023-12-21 11:07:41",0.894,3,sammywaiyaki
